version 2, schema unit_stats_land_tables
Unit(string)	Size(int)	_x0023__x0020_Horses(int)	_x0023__x0020_Artillery(int)	Officer(string)	Drummer(optstring)	Standard_x0020_Bearer(optstring)	Soldier_x0020_Model(string)	Man_entity_x0020_-_x0020_links_x0020_to_x0020_battle_entities_x0020_table(string)	Man_x0020_Animations_x0020_Table(string)	Warscape_Equipment_Theme_IDRef(string)	Armor_Value(int)	Armor_Audio(string)	Unused1(int)	Mount_x0020_Model(optstring)	Cavalry_x0020_Battle_x0020_Entity(optstring)	Mount_x0020_Animations_x0020_Table(optstring)	Unused2(string)	Unused3(string)	Carriage_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Train_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Caisson_x0020_Model(optstring)	Artillery_1(optstring)	Has_Artillery_2(boolean)	Gun(optstring)	Primary_x0020_Missile_x0020_Weapon(optstring)	Accuracy(int)	Reloading_x0020_Skill(int)	Unused4(string)	Firing_x0020_Mechanism(string)	Projectile(optstring)	Ammo(int)	Unused5(optstring)	Melee_x0020_Weapon_x0020_Type(string)	Melee_x0020_Attack_x0020_Skill(int)	Charge_x0020_Bonus(int)	Defense_x0020_Skill(int)	Shield_x0020_Bonus(int)	Unused6(string)	Unknown_x0020__x0023_Most_x0020_Likely_x0020_Unused_x0023_(string)	Unused7(string)	Training(string)	Morale(int)	Deployed_x0020_Ranks(int)	File_x0020_Spacing(float)	Rank_x0020_Spacing(float)	Unused8(float)	Unused9(float)	File_x0020_Spacing_x0020_Dismounted(float)	Rank_x0020_Spacing_x0020_Dismounted(float)	Unused10(float)	Anti_Cavalry_Bonus(int)	Can_x0020_Throw_x0020_Grenades(boolean)	Can_x0020_Skirmish(boolean)	Can_x0020_Guard(boolean)	Can_x0020_Dismount(boolean)	Can_x0020_Place_x0020_Stakes(boolean)	Is_x0020_Slow_x0020_Moving(boolean)	Can_x0020_Rally_x0020_Comrades_x0020__x0023_Has_x0020_No_x0020_In-Game_x0020_Effect_x0023_(boolean)	Can_x0020_Hide_x0020_In_x0020_Woodland(boolean)	Can_Hide_in_Light_Scrub(boolean)	Can_Hide_in_Long_Grass(boolean)	Can_Hide_in_Buildings(boolean)	Can_Hide_When_Walking(boolean)	Can_Hide_While_Firing(boolean)	Can_Fire_from_Horseback(boolean)	Tree_x0020_Spotting_x0020_Distance(float)	Scrub_x0020_Spotting_x0020_Distance(float)	Long_x0020_Grass_x0020_Spotting_x0020_Distance(float)	Paths_x0020_Seldom_x0020_Trod(boolean)	Garrison_x0020_Police_x0020_Bonus(boolean)	Discipined(boolean)	Impetuous(boolean)	Scares_x0020_Horses(boolean)	Scares_x0020_Enemies(boolean)	Inspires_x0020_Allies(boolean)	Good_x0020_Stamina(boolean)	Can_x0020_Use_x0020_Rope_x0020_Ladders(boolean)	Heat_x0020_Resistant(boolean)	Cold_x0020_Resistant(boolean)	Can_x0020_Do_x0020_Formed_x0020_Attack(boolean)	Can_x0020_Use_x0020_Pike_x0020_Wall(boolean)	Can_x0020_Use_x0020_Pike_x0020_Square(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving(boolean)
"euro_hussars_france"	60	60	0	"euro_officer1"	"euro_bugler"	nil	"euro_hussars"	"infantry_euro_medium"	"rider_sabre"	"x_euro_cavalry_sabre"	2	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	9	13	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	7	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	false	false	false	false	false	false	false
"euro_hussars_hungarian_hussars"	60	60	0	"euro_officer1"	"euro_bugler"	nil	"euro_hungarian_hussars"	"infantry_euro_medium"	"rider_sabre"	"x_euro_cavalry_sabre"	2	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	11	15	6	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	7	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	false	false	false	false	false	false	false
"euro_lancers"	60	60	0	"euro_officer2"	"euro_bugler"	nil	"euro_lancers"	"infantry_euro_medium"	"rider_lance"	"x_euro_cavalry_lance"	3	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	7	25	4	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	6	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"euro_lancers_chevau_legers"	60	60	0	"euro_officer2"	"euro_bugler"	nil	"euro_lancers"	"infantry_euro_medium"	"rider_lance"	"x_euro_cavalry_lance"	3	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	7	25	4	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	6	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"euro_lancers_east_india_company_lancers"	60	60	0	"euro_officer2"	"euro_bugler"	nil	"euro_company_cavalry"	"infantry_euro_medium"	"rider_lance"	"x_euro_cavalry_lance"	3	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	7	25	4	0	"mounted_lance"	"0"	"drill_set_cavalry"	"trained"	6	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false
"euro_lancers_uhlans"	60	60	0	"euro_officer2"	"euro_bugler"	nil	"euro_lancers"	"infantry_euro_medium"	"rider_lance"	"x_euro_cavalry_lance"	3	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	7	25	4	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	6	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false
"euro_lancers_uhlans_austria"	60	60	0	"euro_officer2"	"euro_bugler"	nil	"euro_lancers"	"infantry_euro_medium"	"rider_lance"	"x_euro_cavalry_lance"	3	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	9	29	6	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	8	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false
"euro_late_riflemen"	80	0	0	"euro_late_rifleman_officer"	"euro_bugler"	nil	"euro_late_riflemen"	"infantry_euro_light"	"man_musket_sabre"	"x_euro_rifle_sword"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	70	35	"0"	"flintlock"	"musket_rifle"	20	"foot_rifle"	"sword"	10	10	6	0	"foot_sword"	"0"	"drill_set_infantry_light"	"elite"	9	3	1.1	2	5	4	0	0	10	0	false	true	true	false	true	false	false	true	true	true	true	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	false	false	false	false	false	false
"euro_light_cavalry"	60	60	0	"euro_officer2"	"euro_bugler"	nil	"euro_light_cavalry"	"infantry_euro_light"	"rider_sabre"	"x_euro_cavalry_sabre"	2	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	9	13	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	7	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	100	150	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false
"euro_light_cavalry_chasseurs_a_cheval"	60	60	0	"euro_officer2"	"euro_bugler"	nil	"euro_light_cavalry"	"infantry_euro_light"	"rider_musket_sabre"	"x_euro_cavalry_musket_sabre"	2	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	45	20	"0"	"flintlock"	"musket_carbine"	10	"mounted_carbine"	"sabre"	9	10	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	6	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	false	false	false	false	false	true
"euro_light_cavalry_colonial"	60	60	0	"euro_officer2"	"euro_bugler"	nil	"euro_light_cavalry"	"infantry_euro_light"	"rider_sabre"	"x_euro_cavalry_sabre"	2	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	9	13	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	7	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	100	150	false	false	false	false	false	false	false	true	false	true	false	false	false	false	false
"euro_light_dragoons"	80	80	0	"euro_officer2"	"euro_bugler"	nil	"euro_light_dragoons"	"infantry_euro_light"	"rider_musket_sabre"	"x_euro_cavalry_musket_sabre"	2	"leather"	1	"horse_all_light_brown"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	50	25	"0"	"flintlock"	"musket_light_carbine"	20	"dragoon_carbine"	"sabre"	7	10	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	6	4	2	4.5	4	9	1.1	2	10	0	false	true	false	true	false	false	false	true	false	false	false	false	false	true	50	75	100	false	true	false	false	false	false	false	true	true	false	false	true	false	false	true
"euro_light_dragoons_austria"	80	80	0	"euro_officer2"	"euro_bugler"	nil	"euro_light_dragoons"	"infantry_euro_light"	"rider_musket_sabre"	"x_euro_cavalry_musket_sabre"	2	"leather"	1	"horse_all_light_brown"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	50	25	"0"	"flintlock"	"musket_light_carbine"	20	"dragoon_carbine"	"sabre"	9	12	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	6	4	2	4.5	4	9	1.1	2	10	0	false	true	false	true	false	false	false	true	false	false	false	false	false	true	50	75	100	false	true	false	false	false	false	false	true	true	false	false	true	false	false	true
"euro_light_dragoons_sweden"	100	100	0	"euro_officer2"	"euro_bugler"	nil	"euro_light_dragoons"	"infantry_euro_light"	"rider_musket_sabre"	"x_euro_cavalry_musket_sabre"	2	"leather"	1	"horse_all_light_brown"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	50	25	"0"	"flintlock"	"musket_light_carbine"	20	"dragoon_carbine"	"sabre"	7	10	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	6	4	2	4.5	4	9	1.1	2	10	0	false	true	false	true	false	false	false	true	false	false	false	false	false	true	50	75	100	false	true	false	false	false	false	false	true	true	false	false	true	false	false	true
"euro_light_infantry"	80	0	0	"euro_officer2"	"euro_bugler"	nil	"euro_light_infantry"	"infantry_euro_light"	"man_musket"	"x_euro_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	30	"0"	"flintlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"rifle_butt"	5	4	4	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"well_trained"	7	3	1.1	2	5	4	0	0	10	0	false	true	true	false	true	false	false	true	true	true	true	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	false	false	false	false	false	false
"euro_light_infantry_barbets"	80	0	0	"euro_officer2"	"euro_bugler"	nil	"euro_guerillas"	"infantry_euro_light"	"man_musket_sabre"	"x_euro_musket_sword"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	10	"0"	"flintlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"sword"	7	8	0	0	"foot_sword"	"0"	"drill_set_infantry_light"	"mob"	4	3	2.1	2.5	2.2	4	0	0	10	0	false	true	true	false	false	false	false	true	true	true	true	true	false	false	50	100	150	false	false	false	false	false	false	false	true	true	false	false	false	false	false	false
"euro_light_infantry_chasseur_a_pied"	80	0	0	"euro_officer2"	"euro_bugler"	nil	"euro_light_infantry"	"infantry_euro_light"	"man_musket"	"x_euro_musket_sword"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	30	"0"	"flintlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"rifle_butt"	5	4	4	0	"foot_sword"	"0"	"drill_set_infantry_light"	"well_trained"	7	3	1.1	2	5	4	0	0	10	0	false	true	true	false	true	false	false	true	true	true	true	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	false	false	false	false	false	false
"euro_light_infantry_colonial"	80	0	0	"euro_officer2"	"euro_bugler"	nil	"euro_light_infantry"	"infantry_euro_light"	"man_musket"	"x_euro_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	30	"0"	"flintlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"rifle_butt"	5	4	4	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"well_trained"	7	3	1.1	2	5	4	0	0	10	0	false	true	true	false	true	false	false	true	true	true	true	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	true	false	false	false	false	false
"euro_light_infantry_jaegers"	80	0	0	"euro_officer2"	"euro_bugler"	nil	"euro_jaeger"	"infantry_euro_light"	"man_musket"	"x_euro_rifle_sword"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	30	"0"	"flintlock"	"musket_light_infantry_flintlock"	20	"foot_rifle"	"rifle_butt"	5	4	4	0	"foot_sword"	"0"	"drill_set_infantry_light"	"well_trained"	7	3	1.1	2	5	4	0	0	10	0	false	true	true	false	true	false	false	true	true	true	true	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	false	false	false	false	false	false
"euro_light_infantry_miquelets"	80	0	0	"euro_officer1"	"euro_bugler"	nil	"euro_light_infantry"	"infantry_euro_light"	"man_musket"	"x_euro_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	10	"0"	"flintlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"knife"	4	2	2	0	"foot_knife"	"0"	"drill_set_infantry_light"	"mob"	4	3	2.1	2.5	2.2	4	0	0	10	0	false	true	true	false	false	false	false	true	true	true	true	true	false	false	50	100	150	false	false	false	false	false	false	false	true	true	false	false	false	false	false	false
"euro_line_infantry"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	25	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	9	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"euro_line_infantry_austria"	200	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	35	20	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	5	8	8	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	6	4	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"euro_line_infantry_britain"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	30	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	9	12	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	8	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"euro_line_infantry_colonial"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	25	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	9	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false
"euro_line_infantry_denmark"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	25	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	9	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"euro_line_infantry_france"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	25	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	8	10	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"euro_line_infantry_holland"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	25	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	9	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"euro_line_infantry_invalids"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	25	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	9	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false
"euro_line_infantry_poland"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	25	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	9	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"euro_line_infantry_prussia"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	35	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	10	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	8	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"euro_line_infantry_russia"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	35	15	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	8	13	8	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"poorly_trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"euro_line_infantry_spain"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	25	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	9	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"euro_line_infantry_sweden"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	25	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	9	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"euro_line_infantry_venice"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	25	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	9	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"euro_pikemen"	160	0	0	"euro_officer1"	"euro_drummer1"	"euro_standard_bearer"	"euro_pikeman"	"infantry_euro_heavy"	"man_pike"	"x_euro_pike"	4	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"pike"	9	3	9	0	"foot_pike"	"0"	"drill_set_infantry_melee"	"trained"	7	4	1.1	2	2.2	4	0	0	20	8	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	true	true	true	false
"euro_pikemen_austria"	200	0	0	"euro_officer1"	"euro_drummer1"	"euro_standard_bearer"	"euro_pikeman"	"infantry_euro_heavy"	"man_pike"	"x_euro_pike"	4	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"pike"	9	3	9	0	"foot_pike"	"0"	"drill_set_infantry_melee"	"trained"	7	4	1.1	2	2.2	4	0	0	20	8	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	true	true	true	false
"euro_pikemen_colonial"	160	0	0	"euro_officer1"	"euro_drummer1"	"euro_standard_bearer"	"euro_pikeman"	"infantry_euro_heavy"	"man_pike"	"x_euro_pike"	4	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"pike"	9	3	9	0	"foot_pike"	"0"	"drill_set_infantry_melee"	"trained"	7	4	1.1	2	2.2	4	0	0	20	8	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	true	true	false	false
"euro_pikemen_prussian"	160	0	0	"euro_officer1"	"euro_drummer1"	"euro_standard_bearer"	"euro_pikeman"	"infantry_euro_heavy"	"man_pike"	"x_euro_pike"	4	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"pike"	9	3	9	0	"foot_pike"	"0"	"drill_set_infantry_melee"	"trained"	7	4	1.1	2	2.2	4	0	0	20	8	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	true	true	true	false
"euro_polish_winged_hussars"	60	60	0	"polish_winged_hussars_officer"	"polish_winged_hussars_bugler"	nil	"euro_polish_winged_hussars"	"infantry_euro_medium"	"rider_lance"	"x_euro_cavalry_lance"	10	"plate"	1	"horse_heavy_all_white"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	16	25	7	0	"mounted_lance"	"0"	"drill_set_cavalry"	"elite"	12	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false
"euro_provincial_cavalry"	60	60	0	"euro_officer1"	"euro_bugler"	nil	"euro_provincial_cavalry"	"infantry_euro_medium"	"rider_sabre"	"x_euro_cavalry_sword"	2	"leather"	1	"horse_irregular"	"horse_medium"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	9	11	3	0	"mounted_sword"	"0"	"drill_set_cavalry"	"trained"	5	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
