version 3, schema units_tables
Unit_ID(string)	Screen_Name(string)	Category(string)	Class(string)	MP_Cost_Early(int)	MP_Cost_Late(int)	Turns_to_Build(int)	Cost(int)	Upkeep(int)	Campaign_Map_Action_Points(int)	Enabled__x0023__True_x0020_Disabled__x0023__False(boolean)	unknown4(string)	Unit_Icon_Path(string)	Unit_Info_Pic_Path(string)	Localisation_Key(string)	Region_IDRef(optstring)	Unit_Limit(int)	MP_Category(string)	Early_Availability(boolean)	Related_with_x0020_Early_x0020_availability(boolean)	Late_Availability(boolean)	unknown9(int)	Garrison_Availability(boolean)	MP_Unit_Limit(int)
"episodic_2_24_lber_land_cannon"	"24-lber Foot Artillery"	"artillery"	"artillery_foot"	720	600	2	610	240	22	true	"artillery_medium_cannon"	"euro_cannon_24_icon"	"24_lber_land_cannon"	"12_lber_land_cannon"	"episodic_2"	0	"mp_artillery"	false	false	false	0	false	0
"episodic_2_5th_rate"	"Fifth Rate"	"naval_frigate"	"naval_fifth_rate"	1330	1090	2	1110	180	83	true	"naval_captain"	"5th_rate"	"2d_44"	"5th_rate"	"episodic_2"	0	"mp_naval_line_of_battle"	false	false	false	0	false	0
"episodic_2_armed_citizenry_matchlocks_natam"	"Firelock Armed Tribesmen"	"infantry"	"infantry_mob"	190	180	0	0	0	24	true	"infantry_citizen"	"Native_american_braves_icon_infm"	"Native_american_braves_info_infm"	"armed_citizenry_africa"	"episodic_2"	0	"mp_infantry"	false	false	false	0	true	0
"episodic_2_brig"	"Brig"	"naval_auxiliary"	"naval_brig"	570	470	1	500	80	83	true	"naval_captain"	"brig"	"brig"	"brig"	"episodic_2"	0	"mp_naval_line_of_battle"	false	false	false	0	false	0
"episodic_2_colonial_militia"	"Colonial Militia"	"infantry"	"infantry_skirmishers"	530	490	1	510	200	24	true	"infantry_colonial"	"episodic_guncrew_icon_infm"	"episodic_guncrew_info_infm"	"euro_militia_infantry"	"episodic_2"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_2_french_marines"	"Marines"	"infantry"	"infantry_line"	760	600	1	600	240	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"episodic_2"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_2_light_cavalry_colonial"	"Colonial Light Cavalry"	"cavalry"	"cavalry_light"	350	400	1	430	170	28	true	"cavalry_colonial"	"Euro_Light_Cavalry_icon_cavs"	"euro_light_cavalry"	"euro_light_cavalry"	"episodic_2"	0	"mp_cavalry"	false	false	false	0	false	0
"episodic_2_line_infantry"	"Line Infantry"	"infantry"	"infantry_line"	930	730	1	720	280	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	"episodic_2"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_2_natam_musketeers"	"Native Musketeers"	"infantry"	"infantry_irregulars"	730	500	1	520	200	25	true	"infantry_generic"	"Native_american_braves_icon_infm"	"Native_american_braves_info_infm"	"native_american_musketeers"	"episodic_2"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_2_native_american_musketeer_auxiliary"	"Native American Musketeers"	"infantry"	"infantry_irregulars"	730	500	1	520	200	25	true	"infantry_generic"	"Native_american_braves_icon_infm"	"Native_american_braves_info_infm"	"native_american_mounted_musketeers_auxiliary"	"episodic_2"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_2_rangers"	"Rangers"	"infantry"	"infantry_skirmishers"	420	450	1	490	190	26	true	"infantry_generic"	"Euro_American_Rangers_icon_infm"	"euro_rangers"	"euro_rangers"	"episodic_2"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_2_sloop"	"Sloop"	"naval_auxiliary"	"naval_sloop"	410	330	1	390	60	83	true	"naval_captain"	"sloop"	"sloop"	"sloop"	"episodic_2"	0	"mp_naval_line_of_battle"	false	false	false	0	false	0
"episodic_arquebusiers"	"Arquebusiers"	"infantry"	"infantry_militia"	540	530	1	550	220	24	true	"infantry_generic"	"episodic_musketman_icon_infm"	"episodic_musketman_info_infm"	"episodic_arquebusiers"	"episodic_1"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_demi_cannon"	"Board of Ordnance 24-lber Battery"	"artillery"	"artillery_fixed"	1570	910	1	870	340	21	true	"artillery_demi_cannon"	"euro_ancient_cannon_24_icon"	"episodic_guncrew_info_sk24"	"12_lber_land_cannon"	"americas"	0	"mp_artillery"	false	false	false	0	false	0
"episodic_john_smith"	"John Smith's Band"	"infantry"	"infantry_militia"	770	690	1	680	80	25	true	"infantry_generic"	"john_smith"	"episodic_militia_info_infm"	"episodic_john_smith"	"episodic_1"	1	"mp_infantry"	false	false	false	0	false	0
"episodic_mounted_native_general"	"Chief Cheeseekau"	"cavalry"	"general"	410	510	1	530	210	24	true	"cavalry_generic"	"native_american_braves"	"Native_american"	"episodic_wahunsonacock"	nil	1	"mp_cavalry"	false	false	false	0	false	0
"episodic_musketeers"	"Militia Musketeers"	"infantry"	"infantry_militia"	910	1140	1	1040	410	24	true	"infantry_generic"	"episodic_guncrew_icon_infm"	"episodic_guncrew_info_infm"	"episodic_musketeers"	"americas"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_musketeers_vulnerable"	"Militia Musketeers"	"infantry"	"infantry_militia"	1190	1240	1	1110	440	24	true	"infantry_musketeers"	"episodic_guncrew_icon_infm"	"episodic_guncrew_info_infm"	"episodic_musketeers"	"americas"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_native_american_archers"	"Powhatan Warriors"	"infantry"	"infantry_skirmishers"	930	390	1	370	140	25	true	"infantry_warrior_native"	"Native_American_Archers_icon_infb"	"Native_American_Archers_bow"	"native_american_archers"	"americas"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_native_american_archers_rubbish"	"Powhatan Warriors"	"infantry"	"infantry_skirmishers"	710	340	1	330	130	25	true	"infantry_warrior_native"	"Native_American_Archers_icon_infb"	"Native_American_Archers_bow"	"native_american_archers"	nil	0	"mp_infantry"	false	false	false	0	false	0
"episodic_pikemen"	"Militia Pikemen"	"infantry"	"infantry_melee"	570	410	1	440	170	24	true	"infantry_pikemen"	"episodic_guncrew_icon_infp"	"episodic_guncrew_info_infp"	"euro_pikemen"	"americas"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_sakers"	"Board of Ordnance 9-lber Battery"	"artillery"	"artillery_fixed"	760	510	1	530	210	22	true	"artillery_sakers"	"euro_ancient_cannon_09_icon"	"episodic_guncrew_info_sk09"	"9_lber_land_cannon_(saker)"	"americas"	0	"mp_artillery"	false	false	false	0	false	0
"episodic_wahunsonacock"	"Wahunsonacock's Warrior Band"	"infantry"	"infantry_melee"	330	270	1	310	120	24	true	"infantry_warrior_native"	"native_american_braves"	"Native_american"	"episodic_wahunsonacock"	nil	1	"mp_infantry"	false	false	false	0	false	0
"episodic_washington_old_infantry"	"George Washington"	"infantry"	"infantry_line"	40	120	1	150	60	24	true	"infantry_generic"	"euro_line_infantry"	"euro_line_infantry"	"euro_line_infantry"	nil	1	"mp_infantry"	false	false	false	0	false	0
"episodic_washingtons_bodyguard_old"	"General Washington's Staff"	"cavalry"	"general"	360	490	1	1270	500	29	true	"general"	"Euro_Heavy_Cavalry"	"euro_heavy_cavalry"	"episodic_washingtons_bodyguard"	"episodic_3"	1	"mp_cavalry"	false	false	false	0	false	0
"episodic_washingtons_bodyguard_young"	"General Washington's Staff"	"cavalry"	"general"	520	540	1	1300	520	29	true	"general"	"Euro_Heavy_Cavalry"	"euro_heavy_cavalry"	"episodic_washingtons_bodyguard_young"	"episodic_2"	1	"mp_cavalry"	false	false	false	0	false	0
"episodics_armed_citizenry_europe"	"Armed Citizenry"	"infantry"	"infantry_mob"	400	290	0	0	0	24	true	"infantry_citizen"	"Euro_Minutemen_icon_infp"	"Euro_Minutemen_info_infp"	"armed_citizenry_africa"	"episodics"	0	"mp_infantry"	false	false	false	0	true	0
"episodics_armed_citizenry_matchlocks_europe"	"Firelock Armed Citizenry"	"infantry"	"infantry_mob"	300	280	0	0	0	24	true	"infantry_citizen"	"Euro_Minutemen_icon_infm"	"Euro_Minutemen_info_infm"	"armed_citizenry_africa"	"episodics"	0	"mp_infantry"	false	false	false	0	true	0
"episodics_armed_citizenry_native_american"	"Armed Tribesmen"	"infantry"	"infantry_mob"	230	210	0	0	0	24	true	"infantry_citizen"	"Native_american_braves_icon_inft"	"Native_american_braves_info_inft"	"armed_citizenry_africa"	"episodics"	0	"mp_infantry"	false	false	false	0	true	0
"eua_1st_delaware"	"1st Delaware"	"infantry"	"infantry_line"	940	850	1	1190	290	25	true	"infantry_generic"	"eua_1st_delaware_icon_infm"	"eua_1st_delaware_info_infm"	"eua_1st_delaware"	"eua_pennsylvania"	1	"mp_infantry"	false	true	true	0	false	1
"eua_1st_maryland"	"1st Maryland"	"infantry"	"infantry_elite"	1130	1020	2	1390	340	24	true	"infantry_guard"	"eua_1st_maryland_icon_infm"	"eua_1st_maryland_info_infm"	"eua_1st_maryland"	"eua_maryland"	1	"mp_infantry"	false	true	true	0	false	1
"eua_2nd_dragoons"	"2nd Continental Light Dragoons"	"dragoons"	"dragoons"	860	760	1	1090	270	28	true	"dragoons_light"	"eua_2nd_continental_dragoons_icon_cavs"	"eua_2nd_continental_dragoons_info_cavs"	"eua_2nd_dragoons"	"eua_new_england"	1	"mp_cavalry"	false	true	true	0	false	1
"eua_2nd_new_york"	"2nd New York"	"infantry"	"infantry_line"	930	850	1	1190	290	24	true	"infantry_generic"	"eua_2nd_NY_icon_infm"	"eua_2nd_NY_info_infm"	"eua_2nd_new_york"	"eua_new_york"	1	"mp_infantry"	false	true	true	0	false	1
"eua_33rd_foot"	"33rd Foot"	"infantry"	"infantry_line"	930	850	1	1190	290	24	true	"infantry_generic"	"eua_33rd_foot_icon_infm"	"eua_33rd_foot_info_infm"	"eua_33rd_foot"	"eua_england"	1	"mp_infantry"	false	true	true	0	false	1
"eua_brunswick_dragoons"	"Brunswicker Dragoons"	"dragoons"	"dragoons"	1010	890	1	1240	310	28	true	"dragoons"	"eua_brunswick_dragoons_icon_cavs"	"eua_brunswick_dragoons_info_cavs"	"eua_brunswick_dragoons"	"eua_england"	1	"mp_cavalry"	false	true	true	0	false	1
"eua_hessian_grenadiers"	"Hessian Grenadiers"	"infantry"	"infantry_grenadiers"	600	660	1	960	240	24	true	"infantry_grenadiers"	"eua_hessian_grenadiers_icon_infm"	"eua_hessian_grenadiers_info_infm"	"eua_hessian_grenadiers"	"americas"	1	"mp_infantry"	false	true	true	0	false	1
"eua_kings_royal"	"King's Royal Regiment of New York"	"infantry"	"infantry_line"	930	850	1	1190	290	24	true	"infantry_generic"	"eua_royal_regiment_NY_icon_infm"	"eua_royal_regiment_NY_info_infm"	"eua_kings_royal"	"eua_upper_canada"	1	"mp_infantry"	false	true	true	0	false	1
"eua_lees_legion"	"Lee's Legion"	"dragoons"	"dragoons"	950	840	1	1180	290	28	true	"dragoons"	"eua_lee_legion_icon_cavs"	"eua_lees_legion_info_cavs"	"eua_lees_legion"	"usa"	1	"mp_cavalry"	false	true	true	0	false	1
"eua_morgans_rifles"	"Morgan's Provisional Rifle Corp"	"infantry"	"infantry_light"	820	720	2	1040	260	25	true	"infantry_riflemen"	"eua_morgan_rifle_corp_icon_infm"	"eua_morgan_rifle_corp_info_infm"	"eua_morgans_rifles"	"eua_virginia"	1	"mp_infantry"	false	true	true	0	false	1
"eua_pulaskis_legion"	"Pulaski's Legion"	"cavalry"	"cavalry_lancers"	870	770	1	1090	270	28	true	"cavalry_generic"	"eua_pulaskis_legion_icon_cavl"	"eua_pulaskis_legion_info_cavl"	"eua_pulaskis_legion"	"eua_virginia"	1	"mp_cavalry"	false	true	true	0	false	1
"eua_royal_deux_ponts"	"Royal Deux-Ponts Regiment"	"infantry"	"infantry_line"	940	850	1	1190	290	24	true	"infantry_generic"	"eua_royal_deux_pont_icon_infm"	"eua_royal_deux_pont_info_infm"	"eua_royal_deux-ponts"	"eua_alsace_lorraine"	1	"mp_infantry"	false	true	true	0	false	1
"eua_royal_welch"	"Royal Welch Fusiliers"	"infantry"	"infantry_grenadiers"	640	710	1	1030	250	24	true	"infantry_grenadiers"	"eua_royal_welsh_icon_infm"	"eua_royal_welsh_info_infm"	"eua_royal_welch"	"eua_england"	1	"mp_infantry"	false	true	true	0	false	1
"eua_select_marksmen"	"Company of Select Marksmen/Fraser's Rangers"	"infantry"	"infantry_skirmishers"	660	580	1	860	210	25	true	"infantry_generic"	"eua_select_marksmen_icon_infm"	"eua_select_marksmen_info_infm"	"eua_select_marksmen"	"eua_upper_canada"	1	"mp_infantry"	false	true	true	0	false	1
"eua_tarleton_dragoons"	"Tarleton's Light Dragoons"	"dragoons"	"dragoons"	960	850	1	1190	290	28	true	"dragoons_light"	"eua_tarleton_dragoons_icon_cavs"	"eua_tarleton_dragoons_info_cavs"	"eua_tarleton_dragoons"	"eua_new_york"	1	"mp_cavalry"	false	true	true	0	false	1
"euro_african_infantry"	"African Native Infantry"	"infantry"	"infantry_line"	630	560	1	830	200	24	true	"infantry_musketeers"	"Euro_African_Infantry_icon_infm"	"euro_african_infantry"	"euro_line_infantry"	"north_africa"	0	"mp_infantry"	false	false	false	0	false	0
"euro_carabiniers"	"Carabineers"	"cavalry"	"cavalry_missile"	590	520	1	780	230	28	true	"cavalry_dragoon_carabineer"	"Euro_Carabiniers_icon_cavc"	"euro_carabiniers"	"euro_carabiniers"	"europe"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_company_cavalry"	"Company Cavalry"	"cavalry"	"cavalry_standard"	700	620	1	910	270	28	true	"cavalry_generic"	"Euro_Company_Cavalry_icon_cavs"	"euro_company_cavalry"	"euro_company_cavalry"	"india"	0	"mp_cavalry"	false	false	false	0	false	0
"euro_company_cavalry_e_india_co"	"East India Company Cavalry"	"cavalry"	"cavalry_standard"	700	620	1	910	270	28	true	"cavalry_generic"	"Euro_Company_Cavalry_icon_cavs"	"euro_company_cavalry"	"euro_company_cavalry"	"india"	0	"mp_cavalry"	false	false	false	0	false	0
"euro_company_cavalry_french_eic"	"French East India Co. Cavalry"	"cavalry"	"cavalry_standard"	700	620	1	910	270	28	true	"cavalry_generic"	"Euro_Company_Cavalry_icon_cavs"	"euro_company_cavalry"	"euro_company_cavalry"	"india"	0	"mp_cavalry"	false	false	false	0	false	0
"euro_company_cavalry_voc"	"V.O.C. Cavalry"	"cavalry"	"cavalry_standard"	700	620	1	910	270	28	true	"cavalry_generic"	"Euro_Company_Cavalry_icon_cavs"	"euro_company_cavalry"	"euro_company_cavalry"	"india"	0	"mp_cavalry"	false	false	false	0	false	0
"euro_company_infantry"	"Company Infantry"	"infantry"	"infantry_line"	810	740	1	1050	260	24	true	"infantry_company"	"Euro_Company_Infantry"	"euro_company_infantry"	"euro_company_infantry"	"india"	0	"mp_infantry"	false	false	false	0	false	0
"euro_company_infantry_e_india_co"	"East India Company Infantry"	"infantry"	"infantry_line"	810	740	1	1050	260	24	true	"infantry_company"	"Euro_Company_Infantry"	"euro_company_infantry"	"euro_company_infantry"	"india"	0	"mp_infantry"	false	false	false	0	false	0
"euro_company_infantry_french_eic"	"French East India Co. Infantry"	"infantry"	"infantry_line"	810	740	1	1050	260	24	true	"infantry_company"	"Euro_Company_Infantry"	"euro_company_infantry"	"euro_company_infantry"	"india"	0	"mp_infantry"	false	false	false	0	false	0
"euro_company_infantry_voc_infantry"	"V.O.C. Infantry"	"infantry"	"infantry_line"	810	740	1	1050	260	24	true	"infantry_company"	"Euro_Company_Infantry"	"euro_company_infantry"	"euro_company_infantry"	"india"	0	"mp_infantry"	false	false	false	0	false	0
"euro_cuirassiers"	"Cuirassiers"	"cavalry"	"cavalry_heavy"	940	830	1	1170	350	28	true	"cavalry_cuirassiers"	"Euro_Cuirassiers"	"euro_cuirassiers"	"euro_cuirassiers"	"global"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_cuirassiers_austria"	"Cuirassiers"	"cavalry"	"cavalry_heavy"	1030	910	1	1260	370	28	true	"cavalry_cuirassiers"	"Euro_Cuirassiers"	"euro_cuirassiers"	"euro_cuirassiers"	"europe"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_cuirassiers_france"	"Cuirassiers"	"cavalry"	"cavalry_heavy"	940	830	1	1170	350	28	true	"cavalry_cuirassiers"	"Euro_Cuirassiers"	"euro_cuirassiers"	"euro_cuirassiers"	"europe"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_dragoons"	"Dragoons"	"dragoons"	"dragoons"	800	720	1	1040	310	28	true	"dragoons"	"euro_dragoons"	"dragoons"	"euro_dragoons"	"europe"	0	"mp_cavalry"	true	true	true	0	false	0
"euro_dragoons_austria"	"Dragoons"	"dragoons"	"dragoons"	800	720	1	1040	310	28	true	"dragoons"	"euro_dragoons"	"dragoons"	"euro_dragoons"	"europe"	0	"mp_cavalry"	true	true	true	0	false	0
"euro_dragoons_colonial"	"Colonial Dragoons"	"dragoons"	"dragoons"	800	720	1	1040	310	28	true	"dragoons"	"euro_dragoons"	"dragoons"	"euro_dragoons"	"colonial_euro_factions"	0	"mp_cavalry"	false	false	false	0	false	0
"euro_dragoons_small"	"Dragoons"	"dragoons"	"dragoons"	800	710	1	1030	300	28	true	"dragoons"	"euro_dragoons"	"dragoons"	"euro_dragoons"	"europe"	0	"mp_cavalry"	true	true	true	0	false	0
"euro_dragoons_sweden"	"Dragoons"	"dragoons"	"dragoons"	960	860	1	1210	360	28	true	"dragoons"	"euro_dragoons"	"dragoons"	"euro_dragoons"	"europe"	0	"mp_cavalry"	true	true	true	0	false	0
"euro_elite_light_infantry"	"Riflemen"	"infantry"	"infantry_light"	750	660	2	960	240	25	true	"infantry_generic"	"Euro_Elite_Light_Infantry"	"euro_elite_light_infantry"	"euro_elite_light_infantry"	"global"	0	"mp_infantry"	false	false	true	0	false	0
"euro_elite_light_infantry_croatian_grenzers"	"Grenzers"	"infantry"	"infantry_light"	640	560	2	830	200	26	true	"infantry_generic"	"croatian_grenzers_icon_infm"	"croatian_grenzers"	"euro_elite_light_infantry_croatian_grenzers"	"grenzers"	0	"mp_infantry"	false	false	true	0	false	0
"euro_elite_light_infantry_green_jackets"	"Green Jackets"	"infantry"	"infantry_light"	760	670	2	980	240	26	true	"infantry_generic"	"Euro_Late_Riflemen"	"euro_late_rifleman_rifle"	"euro_elite_light_infantry_green_jackets"	"britain_home_regions"	0	"mp_infantry"	false	false	true	0	false	0
"euro_elite_light_infantry_prussian_jaegers"	"Prussian Jaegers"	"infantry"	"infantry_light"	750	660	1	960	240	26	true	"infantry_jaegers"	"Euro_Prussia_Jaeger_icon_infr"	"Euro_Prussia_Jaeger_info_infr"	"euro_elite_light_infantry"	"prussia_home_regions"	0	"mp_infantry"	false	false	true	0	false	0
"euro_elite_light_infantry_tirailleurs"	"Tirailleurs"	"infantry"	"infantry_light"	750	660	2	960	240	26	true	"infantry_generic"	"Euro_Late_Riflemen"	"euro_late_rifleman_rifle"	"euro_elite_light_infantry"	"france"	0	"mp_infantry"	false	false	true	0	false	0
"euro_elite_light_infantry_windbuchse_jaegers"	"Windbüchse Jaegers"	"infantry"	"infantry_light"	1140	1000	2	920	230	26	true	"infantry_jaegers"	"euro_elite_light_infantry_windbuchse_jaegers_icon_infr"	"euro_elite_light_infantry_windbuchse_jaegers_info_infr"	"euro_elite_light_infantry_windbuchse_jaegers"	"austria_home_regions"	2	"mp_infantry"	false	false	true	0	false	2
"euro_expat_infantry"	"Expatriate Infantry"	"infantry"	"infantry_line"	810	740	1	1050	260	24	true	"infantry_musketeers"	"Euro_Expat_Infantry_icon_infm"	"Euro_Expat_Infantry_info_infm"	"euro_expat_infantry"	"europe"	4	"mp_infantry"	false	false	false	0	false	0
"euro_expat_infantry_chasseurs_britannique"	"Chasseurs Britanniques"	"infantry"	"infantry_light"	580	510	1	760	190	24	true	"infantry_generic"	"Euro_Expat_Infantry_icon_infm"	"Euro_Expat_Infantry_info_infm"	"euro_expat_infantry"	"england"	4	"mp_infantry"	true	false	false	0	false	0
"euro_expat_infantry_irish_brigade"	"Irish Brigade"	"infantry"	"infantry_line"	780	720	1	1030	250	24	true	"infantry_generic"	"Euro_Expat_Infantry_icon_infm"	"Euro_Expat_Infantry_info_infm"	"euro_expat_infantry"	"displaced_irish"	4	"mp_infantry"	true	false	false	0	false	0
"euro_expat_infantry_regiments_etrangeres"	"Régiments Étrangers"	"infantry"	"infantry_line"	680	620	1	910	220	24	true	"infantry_generic"	"Euro_Expat_Infantry_icon_infm"	"Euro_Expat_Infantry_info_infm"	"euro_expat_infantry"	"europe"	4	"mp_infantry"	true	false	false	0	false	0
"euro_generals_bodyguard"	"General's Bodyguard"	"cavalry"	"general"	410	360	1	800	60	29	true	"general"	"Euro_Heavy_Cavalry"	"euro_heavy_cavalry"	"euro_generals_bodyguard"	"global"	0	"mp_cavalry"	true	true	true	0	false	0
"euro_grenade_launchers"	"Hand Mortar Company"	"infantry"	"infantry_grenadiers"	750	650	2	810	200	24	true	"infantry_hand_mortars"	"Euro_Grenadiers_icon_gren"	"euro_grenade_launchers"	"euro_grenade_launchers"	"global"	6	"mp_infantry"	false	false	true	0	false	0
"euro_grenadiers"	"Grenadiers"	"infantry"	"infantry_grenadiers"	610	680	1	1180	290	24	true	"infantry_grenadiers"	"Euro_Grenadiers"	"euro_grenadiers"	"euro_grenadiers"	"global"	0	"mp_infantry"	false	true	true	0	false	0
"euro_grenadiers_bearskin"	"Grenadiers"	"infantry"	"infantry_grenadiers"	610	680	1	1180	290	24	true	"infantry_grenadiers"	"Euro_grenadiers_bearskin_icon_infm"	"Euro_grenadiers_bearskin_info_infm"	"euro_grenadiers"	"global"	0	"mp_infantry"	false	true	true	0	false	0
"euro_heavy_cavalry"	"Heavy Cavalry"	"cavalry"	"cavalry_heavy"	830	730	1	1050	310	28	true	"cavalry_generic"	"Euro_Heavy_Cavalry"	"euro_heavy_cavalry"	"euro_heavy_cavalry"	"europe"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_heavy_cavalry_austria"	"Heavy Cavalry"	"cavalry"	"cavalry_heavy"	830	730	1	1050	310	28	true	"cavalry_generic"	"Euro_Heavy_Cavalry"	"euro_heavy_cavalry"	"euro_heavy_cavalry"	"europe"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_heavy_cavalry_france"	"Heavy Cavalry"	"cavalry"	"cavalry_heavy"	830	730	1	1050	310	28	true	"cavalry_generic"	"Euro_Heavy_Cavalry"	"euro_heavy_cavalry"	"euro_heavy_cavalry"	"europe"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_heavy_cavalry_sweden"	"Heavy Cavalry"	"cavalry"	"cavalry_heavy"	1050	920	1	1270	380	28	true	"cavalry_generic"	"Euro_Heavy_Cavalry"	"euro_heavy_cavalry"	"euro_heavy_cavalry"	"global"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_highlanders"	"Highland Infantry"	"infantry"	"infantry_elite"	970	970	1	1330	330	25	true	"highlander"	"Euro_Highlander_Regular_icon_inf2"	"Euro_Highlander_Regular_info_inf2"	"euro_line_infantry"	"scots"	2	"mp_infantry"	false	false	false	0	false	0
"euro_highlanders_royal_ecossois"	"Royal Ecossais"	"infantry"	"infantry_elite"	1230	1200	1	1570	390	25	true	"highlander"	"Euro_Highlander_Regular_icon_inf2"	"Euro_Highlander_Regular_info_inf2"	"euro_expat_infantry"	"displaced_scots"	1	"mp_infantry"	false	false	true	0	false	4
"euro_highlanders_scots"	"Scots"	"infantry"	"infantry_line"	950	860	1	1200	300	25	true	"highlander"	"Euro_Highlander_Regular_icon_inf2"	"Euro_Highlander_Regular_info_inf2"	"euro_line_infantry"	"holland_home_regions"	4	"mp_infantry"	true	false	true	0	false	4
"euro_hussars"	"Hussars"	"cavalry"	"cavalry_light"	670	590	1	880	260	28	true	"cavalry_hussars"	"Euro_Hussars"	"Euro_Hussars_info_cavs"	"euro_hussars"	"europe"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_hussars_france"	"Hussars"	"cavalry"	"cavalry_light"	670	590	1	880	260	28	true	"cavalry_hussars"	"Euro_Hussars"	"Euro_Hussars_info_cavs"	"euro_hussars"	"europe"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_hussars_hungarian_hussars"	"Hungarian Hussars"	"cavalry"	"cavalry_light"	780	690	1	1000	300	28	true	"cavalry_hussars"	"Euro_Hungarian_Hussars_icon_cavs"	"Euro_Hungarian_Hussars_info_cavs"	"euro_hussars_hungarian_hussars"	"hungary"	0	"mp_cavalry"	false	true	true	0	false	0
"euro_lancers"	"Lancers"	"cavalry"	"cavalry_lancers"	780	690	1	1000	300	28	true	"cavalry_generic"	"euro_lancers_icon_cavl"	"euro_lancers"	"euro_lancers"	"lancers"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_lancers_chevau_legers"	"Chevaux-légers"	"cavalry"	"cavalry_lancers"	780	690	1	1000	300	28	true	"cavalry_chevau"	"euro_lancers_icon_cavl"	"euro_lancers"	"euro_lancers"	"lancers"	0	"mp_cavalry"	false	true	true	0	false	0
"euro_lancers_east_india_company_lancers"	"East India Company Lancers"	"cavalry"	"cavalry_lancers"	780	690	1	1000	300	28	true	"cavalry_generic"	"Euro_Native_Company_Cavalry"	"euro_lancers_east_india_company_lancers"	"euro_lancers"	"india"	0	"mp_cavalry"	false	false	false	0	false	0
"euro_lancers_uhlans"	"Uhlans"	"cavalry"	"cavalry_lancers"	790	700	1	1010	300	28	true	"cavalry_uhlan"	"euro_lancers_icon_cavl"	"euro_lancers"	"euro_lancers"	"uhlans"	0	"mp_cavalry"	false	true	true	0	false	0
"euro_lancers_uhlans_austria"	"Uhlans"	"cavalry"	"cavalry_lancers"	960	850	1	1200	360	28	true	"cavalry_uhlan"	"euro_lancers_icon_cavl"	"euro_lancers"	"euro_lancers"	"uhlans"	0	"mp_cavalry"	false	true	true	0	false	0
"euro_late_riflemen"	"Riflemen"	"infantry"	"infantry_light"	820	720	2	1030	250	25	true	"infantry_riflemen"	"Euro_Late_Riflemen"	"euro_late_rifleman_rifle"	"euro_elite_light_infantry_green_jackets"	"global"	0	"mp_infantry"	false	false	false	0	false	0
"euro_light_cavalry"	"Light Cavalry"	"cavalry"	"cavalry_light"	670	590	1	870	260	28	true	"cavalry_generic"	"Euro_Light_Cavalry_icon_cavs"	"euro_light_cavalry"	"euro_light_cavalry"	"europe"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_light_cavalry_chasseurs_a_cheval"	"Chasseurs à Cheval"	"cavalry"	"cavalry_missile"	610	540	1	810	240	28	true	"cavalry_chasseurs"	"Euro_Light_Cavalry_icon_cavs"	"euro_light_cavalry"	"euro_light_cavalry"	"europe"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_light_cavalry_colonial"	"Colonial Light Cavalry"	"cavalry"	"cavalry_light"	670	590	1	870	260	28	true	"cavalry_colonial"	"Euro_Light_Cavalry_icon_cavs"	"euro_light_cavalry"	"euro_light_cavalry"	"colonial_euro_factions"	0	"mp_cavalry"	false	false	false	0	false	0
"euro_light_dragoons"	"Light Dragoons"	"dragoons"	"dragoons"	810	710	1	1030	300	28	true	"dragoons_light"	"Euro_light_Dragoons"	"euro_light_dragoons"	"euro_light_dragoons"	"global"	0	"mp_cavalry"	false	false	true	0	false	0
"euro_light_dragoons_austria"	"Light Dragoons"	"dragoons"	"dragoons"	910	800	1	1130	330	28	true	"dragoons_light"	"Euro_light_Dragoons"	"euro_light_dragoons"	"euro_light_dragoons"	"europe"	0	"mp_cavalry"	false	false	true	0	false	0
